time,position
4.088176352705411440e-06,-4.729458917835671503e-05
4.128256513026053085e-06,-4.697394789579158186e-05
4.168336673346693884e-06,-4.665330661322645547e-05
4.208416833667335530e-06,-4.633266533066132231e-05
4.248496993987976328e-06,-4.601202404809619592e-05
4.288577154308617974e-06,-4.569138276553106275e-05
4.328657314629258773e-06,-4.537074148296593636e-05
4.368737474949900418e-06,-4.505010020040080320e-05
4.408817635270542064e-06,-4.472945891783567003e-05
4.448897795591182863e-06,-4.440881763527054364e-05
4.488977955911824508e-06,-4.408817635270541048e-05
4.529058116232465307e-06,-4.376753507014028409e-05
4.569138276553106953e-06,-4.344689378757515092e-05
4.609218436873747752e-06,-4.312625250501002453e-05
4.649298597194389397e-06,-4.280561122244489137e-05
4.689378757515031043e-06,-4.248496993987975820e-05
4.729458917835671842e-06,-4.216432865731463181e-05
4.769539078156313487e-06,-4.184368737474949865e-05
4.809619238476954286e-06,-4.152304609218437226e-05
4.849699398797595932e-06,-4.120240480961923909e-05
4.889779559118237577e-06,-4.088176352705410593e-05
4.929859719438878376e-06,-4.056112224448897954e-05
4.969939879759520022e-06,-4.024048096192384637e-05
5.010020040080160820e-06,-3.991983967935871320e-05
5.050100200400802466e-06,-3.959919839679358682e-05
5.090180360721443265e-06,-3.927855711422846720e-05
5.130260521042084911e-06,-3.895791583166332726e-05
5.170340681362726556e-06,-3.863727454909819409e-05
5.210420841683367355e-06,-3.831663326653307448e-05
5.250501002004009001e-06,-3.799599198396793454e-05
5.290581162324649799e-06,-3.767535070140280815e-05
5.330661322645291445e-06,-3.735470941883766821e-05
5.370741482965932244e-06,-3.703406813627254859e-05
5.410821643286573889e-06,-3.671342685370742221e-05
5.450901803607215535e-06,-3.639278557114228226e-05
5.490981963927856334e-06,-3.607214428857715587e-05
5.531062124248497979e-06,-3.575150300601201593e-05
5.571142284569138778e-06,-3.543086172344689632e-05
5.611222444889780424e-06,-3.511022044088176315e-05
5.651302605210422070e-06,-3.478957915831662321e-05
5.691382765531062868e-06,-3.446893787575150360e-05
5.731462925851704514e-06,-3.414829659318637721e-05
5.771543086172345313e-06,-3.382765531062124404e-05
5.811623246492986958e-06,-3.350701402805611088e-05
5.851703406813627757e-06,-3.318637274549098449e-05
5.891783567134269403e-06,-3.286573146292585132e-05
5.931863727454911048e-06,-3.254509018036071816e-05
5.971943887775551847e-06,-3.222444889779559177e-05
6.012024048096193493e-06,-3.190380761523045860e-05
6.052104208416834291e-06,-3.158316633266533221e-05
6.092184368737475937e-06,-3.126252505010019905e-05
6.132264529058116736e-06,-3.094188376753507943e-05
6.172344689378758382e-06,-3.062124248496993949e-05
6.212424849699400027e-06,-3.030060120240480633e-05
6.252505010020040826e-06,-2.997995991983967316e-05
6.292585170340682472e-06,-2.965931863727454677e-05
6.332665330661323270e-06,-2.933867735470942716e-05
6.372745490981964916e-06,-2.901803607214428722e-05
6.412825651302605715e-06,-2.869739478957916083e-05
6.452905811623247360e-06,-2.837675350701403444e-05
6.492985971943889006e-06,-2.805611222444889450e-05
6.533066132264529805e-06,-2.773547094188376811e-05
6.573146292585171450e-06,-2.741482965931862816e-05
6.613226452905812249e-06,-2.709418837675350855e-05
6.653306613226453895e-06,-2.677354709418838216e-05
6.693386773547095541e-06,-2.645290581162324222e-05
6.733466933867736339e-06,-2.613226452905811583e-05
6.773547094188377985e-06,-2.581162324649297589e-05
6.813627254509018784e-06,-2.549098196392785628e-05
6.853707414829660429e-06,-2.517034068136272311e-05
6.893787575150301228e-06,-2.484969939879759672e-05
6.933867735470942874e-06,-2.452905811623246356e-05
6.973947895791584519e-06,-2.420841683366733717e-05
7.014028056112225318e-06,-2.388777555110220400e-05
7.054108216432866964e-06,-2.356713426853707083e-05
7.094188376753507762e-06,-2.324649298597194445e-05
7.134268537074149408e-06,-2.292585170340681128e-05
7.174348697394790207e-06,-2.260521042084167811e-05
7.214428857715431852e-06,-2.228456913827655172e-05
7.254509018036073498e-06,-2.196392785571141856e-05
7.294589178356714297e-06,-2.164328657314629217e-05
7.334669338677355943e-06,-2.132264529058115900e-05
7.374749498997996741e-06,-2.100200400801603939e-05
7.414829659318638387e-06,-2.068136272545089945e-05
7.454909819639280033e-06,-2.036072144288576628e-05
7.494989979959920831e-06,-2.004008016032063312e-05
7.535070140280562477e-06,-1.971943887775550673e-05
7.575150300601203276e-06,-1.939879759519038711e-05
7.615230460921844921e-06,-1.907815631262524717e-05
7.655310621242486567e-06,-1.875751503006011401e-05
7.695390781563128213e-06,-1.843687374749498084e-05
7.735470941883768164e-06,-1.811623246492986123e-05
7.775551102204409810e-06,-1.779559118236472806e-05
7.815631262525051456e-06,-1.747494989979959490e-05
7.855711422845693102e-06,-1.715430861723446173e-05
7.895791583166333053e-06,-1.683366733466934212e-05
7.935871743486974699e-06,-1.651302605210420895e-05
7.975951903807616345e-06,-1.619238476953907579e-05
8.016032064128257990e-06,-1.587174348697394262e-05
8.056112224448899636e-06,-1.555110220440880946e-05
8.096192384769539588e-06,-1.523046092184368984e-05
8.136272545090181233e-06,-1.490981963927855668e-05
8.176352705410822879e-06,-1.458917835671342351e-05
8.216432865731464525e-06,-1.426853707414829035e-05
8.256513026052106171e-06,-1.394789579158315718e-05
8.296593186372746122e-06,-1.362725450901803757e-05
8.336673346693387768e-06,-1.330661322645290440e-05
8.376753507014029414e-06,-1.298597194388777124e-05
8.416833667334671059e-06,-1.266533066132263807e-05
8.456913827655311011e-06,-1.234468937875751846e-05
8.496993987975952657e-06,-1.202404809619238529e-05
8.537074148296594302e-06,-1.170340681362725213e-05
8.577154308617235948e-06,-1.138276553106211896e-05
8.617234468937877594e-06,-1.106212424849698579e-05
8.657314629258517545e-06,-1.074148296593186618e-05
8.697394789579159191e-06,-1.042084168336673302e-05
8.737474949899800837e-06,-1.010020040080159985e-05
8.777555110220442482e-06,-9.779559118236466684e-06
8.817635270541084128e-06,-9.458917835671333519e-06
8.857715430861724080e-06,-9.138276553106213906e-06
8.897795591182365726e-06,-8.817635270541080740e-06
8.937875751503007371e-06,-8.496993987975947574e-06
8.977955911823649017e-06,-8.176352705410814409e-06
9.018036072144290663e-06,-7.855711422845681243e-06
9.058116232464930614e-06,-7.535070140280561630e-06
9.098196392785572260e-06,-7.214428857715428464e-06
9.138276553106213906e-06,-6.893787575150295299e-06
9.178356713426855551e-06,-6.573146292585162133e-06
9.218436873747495503e-06,-6.252505010020042520e-06
9.258517034068137149e-06,-5.931863727454909354e-06
9.298597194388778794e-06,-5.611222444889776189e-06
9.338677354709420440e-06,-5.290581162324643023e-06
9.378757515030062086e-06,-4.969939879759509857e-06
9.418837675350702037e-06,-4.649298597194390244e-06
9.458917835671343683e-06,-4.328657314629257079e-06
9.498997995991985329e-06,-4.008016032064123913e-06
9.539078156312626975e-06,-3.687374749498990747e-06
9.579158316633268620e-06,-3.366733466933857582e-06
9.619238476953908572e-06,-3.046092184368737969e-06
9.659318637274550218e-06,-2.725450901803604803e-06
9.699398797595191863e-06,-2.404809619238471637e-06
9.739478957915833509e-06,-2.084168336673338472e-06
9.779559118236475155e-06,-1.763527054108205306e-06
9.819639278557115106e-06,-1.442885771543085693e-06
9.859719438877756752e-06,-1.122244488977952527e-06
9.899799599198398398e-06,-8.016032064128193616e-07
9.939879759519040044e-06,-4.809619238476861959e-07
9.979959919839679995e-06,-1.603206412825665828e-07
1.002004008016032164e-05,1.603206412825801353e-07
1.006012024048096329e-05,4.809619238476997485e-07
1.010020040080160493e-05,8.016032064128329141e-07
1.014028056112224658e-05,1.122244488977966080e-06
1.018036072144288653e-05,1.442885771543072140e-06
1.022044088176352818e-05,1.763527054108232411e-06
1.026052104208416982e-05,2.084168336673352024e-06
1.030060120240481147e-05,2.404809619238485190e-06
1.034068136272545311e-05,2.725450901803618355e-06
1.038076152304609306e-05,3.046092184368737969e-06
1.042084168336673471e-05,3.366733466933857582e-06
1.046092184368737636e-05,3.687374749499004300e-06
1.050100200400801800e-05,4.008016032064137465e-06
1.054108216432865965e-05,4.328657314629270631e-06
1.058116232464929960e-05,4.649298597194390244e-06
1.062124248496994124e-05,4.969939879759509857e-06
1.066132264529058289e-05,5.290581162324670128e-06
1.070140280561122454e-05,5.611222444889789741e-06
1.074148296593186449e-05,5.931863727454909354e-06
1.078156312625250613e-05,6.252505010020042520e-06
1.082164328657314778e-05,6.573146292585162133e-06
1.086172344689378942e-05,6.893787575150322404e-06
1.090180360721443107e-05,7.214428857715442017e-06
1.094188376753507102e-05,7.535070140280561630e-06
1.098196392785571267e-05,7.855711422845694796e-06
1.102204408817635431e-05,8.176352705410827961e-06
1.106212424849699596e-05,8.496993987975974679e-06
1.110220440881763760e-05,8.817635270541094293e-06
1.114228456913827756e-05,9.138276553106213906e-06
1.118236472945891920e-05,9.458917835671347071e-06
1.122244488977956085e-05,9.779559118236480237e-06
1.126252505010020249e-05,1.010020040080159985e-05
1.130260521042084414e-05,1.042084168336676012e-05
1.134268537074148409e-05,1.074148296593186618e-05
1.138276553106212574e-05,1.106212424849699935e-05
1.142284569138276738e-05,1.138276553106213251e-05
1.146292585170340903e-05,1.170340681362725213e-05
1.150300601202404898e-05,1.202404809619238529e-05
1.154308617234469063e-05,1.234468937875751846e-05
1.158316633266533227e-05,1.266533066132265162e-05
1.162324649298597392e-05,1.298597194388778479e-05
1.166332665330661556e-05,1.330661322645291795e-05
1.170340681362725551e-05,1.362725450901803757e-05
1.174348697394789716e-05,1.394789579158317073e-05
1.178356713426853881e-05,1.426853707414830390e-05
1.182364729458918045e-05,1.458917835671343706e-05
1.186372745490982210e-05,1.490981963927857023e-05
1.190380761523046205e-05,1.523046092184368984e-05
1.194388777555110369e-05,1.555110220440882301e-05
1.198396793587174534e-05,1.587174348697395617e-05
1.202404809619238699e-05,1.619238476953908934e-05
1.206412825651302863e-05,1.651302605210422251e-05
1.210420841683366858e-05,1.683366733466934212e-05
1.214428857715431023e-05,1.715430861723447528e-05
1.218436873747495187e-05,1.747494989979960845e-05
1.222444889779559352e-05,1.779559118236474162e-05
1.226452905811623347e-05,1.811623246492984768e-05
1.230460921843687512e-05,1.843687374749499439e-05
1.234468937875751676e-05,1.875751503006012756e-05
1.238476953907815841e-05,1.907815631262526073e-05
1.242484969939880005e-05,1.939879759519039389e-05
1.246492985971944001e-05,1.971943887775549995e-05
1.250501002004008165e-05,2.004008016032066022e-05
1.254509018036072330e-05,2.036072144288577984e-05
1.258517034068136494e-05,2.068136272545091300e-05
1.262525050100200659e-05,2.100200400801604617e-05
1.266533066132264654e-05,2.132264529058115223e-05
1.270541082164328819e-05,2.164328657314631250e-05
1.274549098196392983e-05,2.196392785571143211e-05
1.278557114228457148e-05,2.228456913827656528e-05
1.282565130260521143e-05,2.260521042084168489e-05
1.286573146292585307e-05,2.292585170340681806e-05
1.290581162324649472e-05,2.324649298597193767e-05
1.294589178356713637e-05,2.356713426853708439e-05
1.298597194388777801e-05,2.388777555110221755e-05
1.302605210420841796e-05,2.420841683366733717e-05
1.306613226452905961e-05,2.452905811623247033e-05
1.310621242484970126e-05,2.484969939879758994e-05
1.314629258517034290e-05,2.517034068136275022e-05
1.318637274549098455e-05,2.549098196392786983e-05
1.322645290581162450e-05,2.581162324649298944e-05
1.326653306613226614e-05,2.613226452905812261e-05
1.330661322645290779e-05,2.645290581162324222e-05
1.334669338677354944e-05,2.677354709418840249e-05
1.338677354709419108e-05,2.709418837675352210e-05
1.342685370741483103e-05,2.741482965931864172e-05
1.346693386773547268e-05,2.773547094188377488e-05
1.350701402805611432e-05,2.805611222444890805e-05
1.354709418837675597e-05,2.837675350701405477e-05
1.358717434869739592e-05,2.869739478957916083e-05
1.362725450901803757e-05,2.901803607214429399e-05
1.366733466933867921e-05,2.933867735470942716e-05
1.370741482965932086e-05,2.965931863727456032e-05
1.374749498997996250e-05,2.997995991983967994e-05
1.378757515030060246e-05,3.030060120240481310e-05
1.382765531062124410e-05,3.062124248496994627e-05
1.386773547094188575e-05,3.094188376753507943e-05
1.390781563126252739e-05,3.126252505010021260e-05
1.394789579158316904e-05,3.158316633266533221e-05
1.398797595190380899e-05,3.190380761523046538e-05
1.402805611222445064e-05,3.222444889779559854e-05
1.406813627254509228e-05,3.254509018036073171e-05
1.410821643286573393e-05,3.286573146292586488e-05
1.414829659318637557e-05,3.318637274549098449e-05
1.418837675350701552e-05,3.350701402805611765e-05
1.422845691382765717e-05,3.382765531062125082e-05
1.426853707414829882e-05,3.414829659318638399e-05
1.430861723446894046e-05,3.446893787575151715e-05
1.434869739478958041e-05,3.478957915831665032e-05
1.438877755511022206e-05,3.511022044088176993e-05
1.442885771543086370e-05,3.543086172344690310e-05
1.446893787575150535e-05,3.575150300601203626e-05
1.450901803607214700e-05,3.607214428857716943e-05
1.454909819639278695e-05,3.639278557114230259e-05
1.458917835671342859e-05,3.671342685370742221e-05
1.462925851703407024e-05,3.703406813627255537e-05
1.466933867735471189e-05,3.735470941883768854e-05
1.470941883767535353e-05,3.767535070140282170e-05
1.474949899799599348e-05,3.799599198396792776e-05
1.478957915831663513e-05,3.831663326653307448e-05
1.482965931863727677e-05,3.863727454909820765e-05
1.486973947895791842e-05,3.895791583166334081e-05
1.490981963927856007e-05,3.927855711422847398e-05
1.494989979959920002e-05,3.959919839679358004e-05
1.498997995991984166e-05,3.991983967935874031e-05
1.503006012024048331e-05,4.024048096192385992e-05
1.507014028056112495e-05,4.056112224448899309e-05
1.511022044088176491e-05,4.088176352705411270e-05
1.515030060120240655e-05,4.120240480961923231e-05
1.519038076152304820e-05,4.152304609218439259e-05
1.523046092184368984e-05,4.184368737474951220e-05
1.527054108216433149e-05,4.216432865731464536e-05
1.531062124248497313e-05,4.248496993987977853e-05
1.535070140280561478e-05,4.280561122244491170e-05
1.539078156312625643e-05,4.312625250501004486e-05
1.543086172344689468e-05,4.344689378757515092e-05
1.547094188376753633e-05,4.376753507014028409e-05
1.551102204408817797e-05,4.408817635270541725e-05
1.555110220440881962e-05,4.440881763527055042e-05
1.559118236472946127e-05,4.472945891783568358e-05
1.563126252505010291e-05,4.505010020040081675e-05
1.567134268537074456e-05,4.537074148296594992e-05
1.571142284569138620e-05,4.569138276553108308e-05
1.575150300601202785e-05,4.601202404809621625e-05
1.579158316633266611e-05,4.633266533066132231e-05
1.583166332665330775e-05,4.665330661322645547e-05
1.587174348697394940e-05,4.697394789579158864e-05
1.591182364729459104e-05,4.729458917835672180e-05
1.595190380761523269e-05,4.761523046092185497e-05
1.599198396793587433e-05,4.793587174348698814e-05
1.603206412825651598e-05,4.825651302605212130e-05
1.607214428857715763e-05,4.857715430861725447e-05
1.611222444889779927e-05,4.889779559118238763e-05
1.615230460921843753e-05,4.921843687374749369e-05
1.619238476953907918e-05,4.953907815631262686e-05
1.623246492985972082e-05,4.985971943887776002e-05
1.627254509018036247e-05,5.018036072144289319e-05
1.631262525050100411e-05,5.050100200400802636e-05
1.635270541082164576e-05,5.082164328657315952e-05
1.639278557114228740e-05,5.114228456913829269e-05
1.643286573146292905e-05,5.146292585170342585e-05
1.647294589178357070e-05,5.178356713426855902e-05
1.651302605210421234e-05,5.210420841683369218e-05
1.655310621242485060e-05,5.242484969939879824e-05
1.659318637274549224e-05,5.274549098196393141e-05
1.663326653306613389e-05,5.306613226452906458e-05
1.667334669338677554e-05,5.338677354709419774e-05
1.671342685370741718e-05,5.370741482965933091e-05
1.675350701402805883e-05,5.402805611222446407e-05
1.679358717434870047e-05,5.434869739478959724e-05
1.683366733466934212e-05,5.466933867735473040e-05
1.687374749498998376e-05,5.498997995991986357e-05
1.691382765531062202e-05,5.531062124248496963e-05
1.695390781563126367e-05,5.563126252505010280e-05
1.699398797595190531e-05,5.595190380761523596e-05
1.703406813627254696e-05,5.627254509018036913e-05
1.707414829659318860e-05,5.659318637274550229e-05
1.711422845691383025e-05,5.691382765531063546e-05
1.715430861723447190e-05,5.723446893787576862e-05
1.719438877755511354e-05,5.755511022044090179e-05
1.723446893787575519e-05,5.787575150300603496e-05
1.727454909819639683e-05,5.819639278557116812e-05
1.731462925851703509e-05,5.851703406813627418e-05
1.735470941883767674e-05,5.883767535070140735e-05
1.739478957915831838e-05,5.915831663326654051e-05
1.743486973947896003e-05,5.947895791583167368e-05
1.747494989979960167e-05,5.979959919839680684e-05
1.751503006012024332e-05,6.012024048096194001e-05
1.755511022044088496e-05,6.044088176352707318e-05
1.759519038076152661e-05,6.076152304609220634e-05
1.763527054108216826e-05,6.108216432865733951e-05
1.767535070140280651e-05,6.140280561122244557e-05
1.771543086172344816e-05,6.172344689378757873e-05
1.775551102204408981e-05,6.204408817635271190e-05
1.779559118236473145e-05,6.236472945891784506e-05
1.783567134268537310e-05,6.268537074148297823e-05
1.787575150300601474e-05,6.300601202404811140e-05
1.791583166332665639e-05,6.332665330661324456e-05
1.795591182364729803e-05,6.364729458917837773e-05
1.799599198396793968e-05,6.396793587174351089e-05
1.803607214428858133e-05,6.428857715430864406e-05
1.807615230460921958e-05,6.460921843687375012e-05
1.811623246492986123e-05,6.492985971943888328e-05
1.815631262525050287e-05,6.525050100200401645e-05
1.819639278557114452e-05,6.557114228456914962e-05
1.823647294589178617e-05,6.589178356713428278e-05
1.827655310621242781e-05,6.621242484969941595e-05
1.831663326653306946e-05,6.653306613226454911e-05
1.835671342685371110e-05,6.685370741482968228e-05
1.839679358717435275e-05,6.717434869739481544e-05
1.843687374749499101e-05,6.749498997995992150e-05
1.847695390781563265e-05,6.781563126252505467e-05
1.851703406813627430e-05,6.813627254509018784e-05
1.855711422845691594e-05,6.845691382765532100e-05
1.859719438877755759e-05,6.877755511022045417e-05
1.863727454909819923e-05,6.909819639278558733e-05
1.867735470941884088e-05,6.941883767535072050e-05
1.871743486973948253e-05,6.973947895791585366e-05
1.875751503006012417e-05,7.006012024048098683e-05
1.879759519038076582e-05,7.038076152304612000e-05
1.883767535070140407e-05,7.070140280561122606e-05
1.887775551102204572e-05,7.102204408817635922e-05
1.891783567134268737e-05,7.134268537074149239e-05
1.895791583166332901e-05,7.166332665330662555e-05
1.899799599198397066e-05,7.198396793587175872e-05
1.903807615230461230e-05,7.230460921843689188e-05
1.907815631262525395e-05,7.262525050100202505e-05
1.911823647294589559e-05,7.294589178356715822e-05
1.915831663326653724e-05,7.326653306613229138e-05
1.919839679358717550e-05,7.358717434869739744e-05
1.923847695390781714e-05,7.390781563126253061e-05
1.927855711422845879e-05,7.422845691382766377e-05
1.931863727454910044e-05,7.454909819639279694e-05
1.935871743486974208e-05,7.486973947895793010e-05
1.939879759519038373e-05,7.519038076152306327e-05
1.943887775551102537e-05,7.551102204408819644e-05
1.947895791583166702e-05,7.583166332665332960e-05
1.951903807615230866e-05,7.615230460921846277e-05
1.955911823647295031e-05,7.647294589178359593e-05
1.959919839679358857e-05,7.679358717434870199e-05
1.963927855711423021e-05,7.711422845691383516e-05
1.967935871743487186e-05,7.743486973947896832e-05
1.971943887775551350e-05,7.775551102204410149e-05
1.975951903807615515e-05,7.807615230460923466e-05
1.979959919839679680e-05,7.839679358717436782e-05
1.983967935871743844e-05,7.871743486973950099e-05
1.987975951903808009e-05,7.903807615230463415e-05
1.991983967935872173e-05,7.935871743486976732e-05
1.995991983967935999e-05,7.967935871743487338e-05
2.000000000000000164e-05,8.000000000000000654e-05
